ad_id,add_to_cart,adset_id,campaign_id,channel,clicks,comments,creative_id,date,engagements,impressions,installs,likes,link_clicks,placement_id,post_click_conversions,post_view_conversions,posts,purchase,registrations,revenue,shares,spend,total_conversions,video_views
37,0,37,37,TikTok Ads,0,0,unknown,2023-01-26,0,3947,0,0,0,unknown,0,0,0,0,0,0,0,10,0,3806
1,0,1,1,TikTok Ads,30,0,unknown,2023-01-26,0,23799,0,0,0,unknown,0,0,0,0,0,0,0,44,0,22300
24,0,24,24,TikTok Ads,0,0,unknown,2023-01-26,0,6341,0,0,0,unknown,0,0,0,0,0,0,0,11,0,5888
39,0,39,39,TikTok Ads,8,0,unknown,2023-01-26,0,6936,0,0,0,unknown,0,0,0,0,0,0,0,7,0,6562
50,0,50,50,TikTok Ads,0,0,unknown,2023-01-26,0,0,0,0,0,unknown,0,0,0,3,0,0,0,0,0,0
7,0,7,7,TikTok Ads,4,0,unknown,2023-01-26,0,5972,0,0,0,unknown,0,0,0,0,0,0,0,37,0,5810
13,0,13,13,TikTok Ads,0,0,unknown,2023-01-26,0,0,0,0,0,unknown,0,0,0,0,0,0,0,0,0,0
11,0,11,11,TikTok Ads,144,0,unknown,2023-01-26,0,31975,0,0,0,unknown,0,0,0,0,0,0,0,78,0,28834
17,0,17,17,TikTok Ads,4,0,unknown,2023-01-26,0,754,0,0,0,unknown,0,0,0,0,0,0,0,3,0,734
48,0,48,48,TikTok Ads,450,0,unknown,2023-01-26,0,176782,0,0,0,unknown,0,0,0,0,0,0,0,455,0,165793
20,0,20,20,TikTok Ads,61,0,unknown,2023-01-26,0,37229,0,0,0,unknown,0,0,0,0,0,0,0,80,0,35136
17,0,17,17,TikTok Ads,49,0,unknown,2023-01-26,0,6711,0,0,0,unknown,0,0,0,0,0,0,0,31,0,6055
42,0,42,42,TikTok Ads,0,0,unknown,2023-01-26,0,23,0,0,0,unknown,0,0,0,0,0,0,0,0,0,23
21,0,21,21,TikTok Ads,0,0,unknown,2023-01-26,0,68782,0,0,0,unknown,0,0,0,0,0,0,0,202,0,63335
2,0,2,2,TikTok Ads,0,0,unknown,2023-01-26,0,0,0,0,0,unknown,0,0,0,0,0,0,0,0,0,0
14,0,14,14,TikTok Ads,0,0,unknown,2023-01-26,0,4354,0,0,0,unknown,0,0,0,0,0,0,0,9,0,4118
1,0,1,1,TikTok Ads,0,0,unknown,2023-01-25,0,0,0,0,0,unknown,0,0,0,0,0,0,0,0,0,0
22,0,22,22,TikTok Ads,0,0,unknown,2023-01-25,0,216,0,0,0,unknown,0,0,0,0,0,0,0,0,0,183
1,0,1,1,TikTok Ads,13,0,unknown,2023-01-25,0,8598,0,0,0,unknown,0,0,0,0,0,0,0,34,0,8206
43,0,43,43,TikTok Ads,109,0,unknown,2023-01-25,0,19028,0,0,0,unknown,0,0,0,0,0,0,0,59,0,16992
3,0,3,3,TikTok Ads,16,0,unknown,2023-01-25,0,6193,0,0,0,unknown,0,0,0,0,0,0,0,26,0,5918
9,0,9,9,TikTok Ads,0,0,unknown,2023-01-25,0,27,0,0,0,unknown,0,0,0,0,0,0,0,0,0,27
50,0,50,50,TikTok Ads,12,0,unknown,2023-01-25,0,6038,0,0,0,unknown,0,0,0,0,0,0,0,26,0,5810
39,0,39,39,TikTok Ads,96,0,unknown,2023-01-25,0,64779,0,0,0,unknown,0,0,0,0,0,0,0,124,0,60995
48,0,48,48,TikTok Ads,10,0,unknown,2023-01-25,0,6711,0,0,0,unknown,0,0,0,0,0,0,0,27,0,6413
39,0,39,39,TikTok Ads,0,0,unknown,2023-01-25,0,0,0,0,0,unknown,0,0,0,4,0,0,0,0,0,0
44,0,44,44,TikTok Ads,4,0,unknown,2023-01-25,0,1893,0,0,0,unknown,0,0,0,0,0,0,0,8,0,1777
47,0,47,47,TikTok Ads,105,0,unknown,2023-01-25,0,63392,0,0,0,unknown,0,0,0,0,0,0,0,124,0,59505
17,0,17,17,TikTok Ads,21,0,unknown,2023-01-25,0,6682,0,0,0,unknown,0,0,0,0,0,0,0,26,0,6314
48,5,48,48,TikTok Ads,0,0,unknown,2023-01-25,0,0,0,0,0,unknown,0,0,0,0,0,0,0,0,0,0
10,0,10,10,TikTok Ads,5,0,unknown,2023-01-25,0,3858,0,0,0,unknown,0,0,0,0,0,0,0,15,0,3640
30,0,30,30,TikTok Ads,0,0,unknown,2023-01-25,0,74065,0,0,0,unknown,0,0,0,0,0,0,0,202,0,68367
49,0,49,49,TikTok Ads,20,0,unknown,2023-01-25,0,6252,0,0,0,unknown,0,0,0,0,0,0,0,26,0,5872
1,0,1,1,TikTok Ads,1,0,unknown,2023-01-25,0,958,0,0,0,unknown,0,0,0,0,0,0,0,3,0,900
8,0,8,8,TikTok Ads,21,0,unknown,2023-01-25,0,9883,0,0,0,unknown,0,0,0,0,0,0,0,34,0,9446
31,0,31,31,TikTok Ads,0,0,unknown,2023-01-25,0,0,0,0,0,unknown,0,0,0,0,0,0,0,0,0,0
14,0,14,14,TikTok Ads,17,0,unknown,2023-01-25,0,7059,0,0,0,unknown,0,0,0,0,0,0,0,27,0,6737
23,0,23,23,TikTok Ads,9,0,unknown,2023-01-25,0,9101,0,0,0,unknown,0,0,0,0,0,0,0,38,0,8684
29,0,29,29,TikTok Ads,0,0,unknown,2023-01-25,0,1,0,0,0,unknown,0,0,0,0,0,0,0,0,0,1
44,0,44,44,TikTok Ads,82,0,unknown,2023-01-25,0,35443,0,0,0,unknown,0,0,0,0,0,0,0,87,0,33153
36,0,36,36,TikTok Ads,13,0,unknown,2023-01-25,0,6350,0,0,0,unknown,0,0,0,0,0,0,0,26,0,6076
19,0,19,19,TikTok Ads,0,0,unknown,2023-01-25,0,0,0,0,0,unknown,0,0,0,0,0,0,0,0,0,0
44,0,44,44,TikTok Ads,0,0,unknown,2023-01-25,0,1,0,0,0,unknown,0,0,0,0,0,0,0,0,0,1
26,0,26,26,TikTok Ads,0,0,unknown,2023-01-25,0,0,0,0,0,unknown,0,0,0,0,0,0,0,0,0,0
19,0,19,19,TikTok Ads,3,0,unknown,2023-01-25,0,216,0,0,0,unknown,0,0,0,0,0,0,0,1,0,182
33,0,33,33,TikTok Ads,0,0,unknown,2023-01-25,0,0,0,0,0,unknown,0,0,0,1,0,0,0,0,0,0
24,0,24,24,TikTok Ads,0,0,unknown,2023-01-25,0,0,0,0,0,unknown,0,0,0,0,0,0,0,0,0,0
33,0,33,33,TikTok Ads,516,0,unknown,2023-01-25,0,61088,0,0,0,unknown,0,0,0,0,0,0,0,159,0,55074
24,0,24,24,TikTok Ads,0,0,unknown,2023-01-25,0,174,0,0,0,unknown,0,0,0,0,0,0,0,0,0,153
39,0,39,39,TikTok Ads,16,0,unknown,2023-01-25,0,7212,0,0,0,unknown,0,0,0,0,0,0,0,38,0,6999
9,0,9,9,TikTok Ads,65,0,unknown,2023-01-25,0,8846,0,0,0,unknown,0,0,0,0,0,0,0,28,0,8137
43,0,43,43,TikTok Ads,0,0,unknown,2023-01-25,0,0,0,0,0,unknown,0,0,0,0,0,0,0,0,0,0
9,0,9,9,TikTok Ads,8,0,unknown,2023-01-25,0,524,0,0,0,unknown,0,0,0,0,0,0,0,4,0,468
25,0,25,25,TikTok Ads,49,0,unknown,2023-01-25,0,6503,0,0,0,unknown,0,0,0,0,0,0,0,27,0,5790
50,0,50,50,TikTok Ads,3,0,unknown,2023-01-25,0,715,0,0,0,unknown,0,0,0,0,0,0,0,1,0,645
25,0,25,25,TikTok Ads,0,0,unknown,2023-01-25,0,0,0,0,0,unknown,0,0,0,3,0,0,0,0,0,0
15,0,15,15,TikTok Ads,1,0,unknown,2023-01-25,0,837,0,0,0,unknown,0,0,0,0,0,0,0,1,0,744
3,0,3,3,TikTok Ads,8,0,unknown,2023-01-25,0,8527,0,0,0,unknown,0,0,0,0,0,0,0,14,0,8065
13,0,13,13,TikTok Ads,6,0,unknown,2023-01-25,0,623,0,0,0,unknown,0,0,0,0,0,0,0,2,0,558
37,0,37,37,TikTok Ads,0,0,unknown,2023-01-25,0,0,0,0,0,unknown,0,0,0,0,0,0,0,0,0,0
7,0,7,7,TikTok Ads,70,0,unknown,2023-01-25,0,10035,0,0,0,unknown,0,0,0,0,0,0,0,30,0,9162
21,0,21,21,TikTok Ads,540,0,unknown,2023-01-25,0,99080,0,0,0,unknown,0,0,0,0,0,0,0,228,0,91566
6,0,6,6,TikTok Ads,0,0,unknown,2023-01-25,0,0,0,0,0,unknown,0,0,0,0,0,0,0,0,0,0
43,0,43,43,TikTok Ads,390,0,unknown,2023-01-25,0,46562,0,0,0,unknown,0,0,0,0,0,0,0,131,0,42098
13,0,13,13,TikTok Ads,0,0,unknown,2023-01-25,0,0,0,0,0,unknown,0,0,0,0,0,0,0,0,0,0
17,0,17,17,TikTok Ads,0,0,unknown,2023-01-25,0,20758,0,0,0,unknown,0,0,0,0,0,0,0,36,0,19282
5,0,5,5,TikTok Ads,0,0,unknown,2023-01-25,0,38619,0,0,0,unknown,0,0,0,1,0,0,0,88,0,35454
31,0,31,31,TikTok Ads,0,0,unknown,2023-01-25,0,0,0,0,0,unknown,0,0,0,0,0,0,0,0,0,0
38,0,38,38,TikTok Ads,629,0,unknown,2023-01-25,0,191068,0,0,0,unknown,0,0,0,0,0,0,0,455,0,178836
39,3,39,39,TikTok Ads,0,0,unknown,2023-01-25,0,0,0,0,0,unknown,0,0,0,0,0,0,0,0,0,0
29,0,29,29,TikTok Ads,433,0,unknown,2023-01-25,0,115287,0,0,0,unknown,0,0,0,0,0,0,0,325,0,107878
18,0,18,18,TikTok Ads,26,0,unknown,2023-01-25,0,15746,0,0,0,unknown,0,0,0,0,0,0,0,26,0,14915
10,0,10,10,TikTok Ads,0,0,unknown,2023-01-25,0,0,0,0,0,unknown,0,0,0,0,0,0,0,0,0,0
45,0,45,45,TikTok Ads,5,0,unknown,2023-01-25,0,2970,0,0,0,unknown,0,0,0,0,0,0,0,2,0,2782
10,0,10,10,TikTok Ads,126,0,unknown,2023-01-25,0,21347,0,0,0,unknown,0,0,0,0,0,0,0,64,0,19286
34,3,34,34,TikTok Ads,0,0,unknown,2023-01-25,0,0,0,0,0,unknown,0,0,0,0,0,0,0,0,0,0
41,0,41,41,TikTok Ads,0,0,unknown,2023-01-25,0,3708,0,0,0,unknown,0,0,0,0,0,0,0,10,0,3578
1,0,1,1,TikTok Ads,0,0,unknown,2023-01-25,0,0,0,0,0,unknown,0,0,0,0,0,0,0,0,0,0
19,0,19,19,TikTok Ads,0,0,unknown,2023-01-25,0,32469,0,0,0,unknown,0,0,0,0,0,0,0,76,0,30521
21,0,21,21,TikTok Ads,39,0,unknown,2023-01-25,0,6029,0,0,0,unknown,0,0,0,0,0,0,0,21,0,5428
18,0,18,18,TikTok Ads,0,0,unknown,2023-01-25,0,258391,0,0,0,unknown,0,0,0,0,0,0,0,592,0,238519
38,0,38,38,TikTok Ads,0,0,unknown,2023-01-25,0,0,0,0,0,unknown,0,0,0,0,0,0,0,0,0,0
35,0,35,35,TikTok Ads,1,0,unknown,2023-01-25,0,441,0,0,0,unknown,0,0,0,0,0,0,0,1,0,391
37,0,37,37,TikTok Ads,1,0,unknown,2023-01-25,0,1461,0,0,0,unknown,0,0,0,0,0,0,0,3,0,1357
8,0,8,8,TikTok Ads,0,0,unknown,2023-01-25,0,71592,3,0,0,unknown,0,0,0,6,3,0,0,149,0,65875
39,0,39,39,TikTok Ads,214,0,unknown,2023-01-25,0,36262,0,0,0,unknown,0,0,0,0,0,0,0,105,0,32646
40,0,40,40,TikTok Ads,0,0,unknown,2023-01-25,0,0,0,0,0,unknown,0,0,0,0,0,0,0,0,0,0
43,0,43,43,TikTok Ads,0,0,unknown,2023-01-25,0,0,0,0,0,unknown,0,0,0,0,0,0,0,0,0,0
35,0,35,35,TikTok Ads,94,0,unknown,2023-01-25,0,8850,0,0,0,unknown,0,0,0,0,0,0,0,50,0,7936
2,6,2,2,TikTok Ads,0,0,unknown,2023-01-25,0,0,0,0,0,unknown,0,0,0,0,0,0,0,0,0,0
44,0,44,44,TikTok Ads,0,0,unknown,2023-01-25,0,0,0,0,0,unknown,0,0,0,0,0,0,0,0,0,0
46,0,46,46,TikTok Ads,169,0,unknown,2023-01-25,0,63055,0,0,0,unknown,0,0,0,0,0,0,0,228,0,60780
47,0,47,47,TikTok Ads,18,0,unknown,2023-01-25,0,11158,0,0,0,unknown,0,0,0,0,0,0,0,16,0,10569
29,0,29,29,TikTok Ads,79,0,unknown,2023-01-25,0,41625,0,0,0,unknown,0,0,0,0,0,0,0,84,0,38968
44,0,44,44,TikTok Ads,46,0,unknown,2023-01-25,0,5716,0,0,0,unknown,0,0,0,0,0,0,0,26,0,5097
25,0,25,25,TikTok Ads,81,0,unknown,2023-01-25,0,12115,0,0,0,unknown,0,0,0,0,0,0,0,45,0,10891
22,0,22,22,TikTok Ads,42,0,unknown,2023-01-25,0,33077,0,0,0,unknown,0,0,0,0,0,0,0,71,0,31218
20,0,20,20,TikTok Ads,0,0,unknown,2023-01-25,0,0,0,0,0,unknown,0,0,0,0,0,0,0,0,0,0
4,0,4,4,TikTok Ads,0,0,unknown,2023-01-25,0,11233,0,0,0,unknown,0,0,0,0,0,0,0,21,0,10461
28,0,28,28,TikTok Ads,49,0,unknown,2023-01-25,0,30238,0,0,0,unknown,0,0,0,0,0,0,0,61,0,28557
48,0,48,48,TikTok Ads,23,0,unknown,2023-01-24,0,8662,0,0,0,unknown,0,0,0,0,0,0,0,34,0,8306
14,0,14,14,TikTok Ads,0,0,unknown,2023-01-24,0,0,0,0,0,unknown,0,0,0,1,0,0,0,0,0,0
20,0,20,20,TikTok Ads,10,0,unknown,2023-01-24,0,6350,0,0,0,unknown,0,0,0,0,0,0,0,26,0,6052
29,0,29,29,TikTok Ads,0,0,unknown,2023-01-24,0,14534,0,0,0,unknown,0,0,0,0,0,0,0,30,0,13399
48,0,48,48,TikTok Ads,14,0,unknown,2023-01-24,0,6508,0,0,0,unknown,0,0,0,0,0,0,0,26,0,6152
27,0,27,27,TikTok Ads,39,0,unknown,2023-01-24,0,5993,0,0,0,unknown,0,0,0,0,0,0,0,20,0,5338
5,0,5,5,TikTok Ads,14,0,unknown,2023-01-24,0,7471,0,0,0,unknown,0,0,0,0,0,0,0,27,0,7130
6,0,6,6,TikTok Ads,0,0,unknown,2023-01-24,0,66,0,0,0,unknown,0,0,0,0,0,0,0,0,0,64
37,0,37,37,TikTok Ads,12,0,unknown,2023-01-24,0,6887,0,0,0,unknown,0,0,0,0,0,0,0,26,0,6431
9,0,9,9,TikTok Ads,120,0,unknown,2023-01-24,0,64238,0,0,0,unknown,0,0,0,0,0,0,0,124,0,60609
8,0,8,8,TikTok Ads,8,0,unknown,2023-01-24,0,6841,0,0,0,unknown,0,0,0,0,0,0,0,26,0,6542
15,0,15,15,TikTok Ads,25,0,unknown,2023-01-24,0,3117,0,0,0,unknown,0,0,0,0,0,0,0,14,0,2790
37,0,37,37,TikTok Ads,26,0,unknown,2023-01-24,0,6422,0,0,0,unknown,0,0,0,0,0,0,0,26,0,6032
8,0,8,8,TikTok Ads,0,0,unknown,2023-01-24,0,52148,0,0,0,unknown,0,0,0,8,0,0,0,121,0,47895
21,0,21,21,TikTok Ads,23,0,unknown,2023-01-24,0,7437,0,0,0,unknown,0,0,0,0,0,0,0,27,0,7030
16,0,16,16,TikTok Ads,0,0,unknown,2023-01-24,0,0,0,0,0,unknown,0,0,0,0,0,0,0,0,0,0
38,0,38,38,TikTok Ads,14,0,unknown,2023-01-24,0,6968,0,0,0,unknown,0,0,0,0,0,0,0,26,0,6558
11,0,11,11,TikTok Ads,29,0,unknown,2023-01-24,0,3268,0,0,0,unknown,0,0,0,0,0,0,0,16,0,2967
18,0,18,18,TikTok Ads,20,0,unknown,2023-01-24,0,9641,0,0,0,unknown,0,0,0,0,0,0,0,34,0,9192
31,3,31,31,TikTok Ads,0,0,unknown,2023-01-24,0,0,0,0,0,unknown,0,0,0,0,0,0,0,0,0,0
32,0,32,32,TikTok Ads,10,0,unknown,2023-01-24,0,6440,0,0,0,unknown,0,0,0,0,0,0,0,26,0,6139
26,0,26,26,TikTok Ads,491,0,unknown,2023-01-24,0,55926,0,0,0,unknown,0,0,0,0,0,0,0,154,0,50502
8,0,8,8,TikTok Ads,0,0,unknown,2023-01-24,0,1,0,0,0,unknown,0,0,0,0,0,0,0,0,0,1
11,0,11,11,TikTok Ads,0,0,unknown,2023-01-24,0,0,0,0,0,unknown,0,0,0,0,0,0,0,0,0,0
33,0,33,33,TikTok Ads,0,0,unknown,2023-01-24,0,5,0,0,0,unknown,0,0,0,0,0,0,0,0,0,6
25,0,25,25,TikTok Ads,363,0,unknown,2023-01-24,0,53598,0,0,0,unknown,0,0,0,0,0,0,0,126,0,48334
34,0,34,34,TikTok Ads,1,0,unknown,2023-01-24,0,254,0,0,0,unknown,0,0,0,0,0,0,0,0,0,226
33,0,33,33,TikTok Ads,1,0,unknown,2023-01-24,0,56783,1,0,0,unknown,0,0,0,5,3,0,0,118,0,52468
14,0,14,14,TikTok Ads,51,0,unknown,2023-01-24,0,7208,0,0,0,unknown,0,0,0,0,0,0,0,23,0,6565
25,0,25,25,TikTok Ads,0,0,unknown,2023-01-24,0,0,0,0,0,unknown,0,0,0,0,0,0,0,0,0,0
32,0,32,32,TikTok Ads,4,0,unknown,2023-01-24,0,594,0,0,0,unknown,0,0,0,0,0,0,0,2,0,549
9,0,9,9,TikTok Ads,3,0,unknown,2023-01-24,0,1444,0,0,0,unknown,0,0,0,0,0,0,0,3,0,1373
13,0,13,13,TikTok Ads,62,0,unknown,2023-01-24,0,8860,0,0,0,unknown,0,0,0,0,0,0,0,28,0,8082
35,0,35,35,TikTok Ads,0,0,unknown,2023-01-24,0,47778,0,0,0,unknown,0,0,0,0,0,0,0,95,0,44695
36,0,36,36,TikTok Ads,4,0,unknown,2023-01-24,0,988,0,0,0,unknown,0,0,0,0,0,0,0,2,0,897
26,0,26,26,TikTok Ads,22,0,unknown,2023-01-24,0,3710,0,0,0,unknown,0,0,0,0,0,0,0,5,0,3336
4,0,4,4,TikTok Ads,1,0,unknown,2023-01-24,0,389,0,0,0,unknown,0,0,0,0,0,0,0,1,0,355
16,0,16,16,TikTok Ads,42,0,unknown,2023-01-24,0,29532,0,0,0,unknown,0,0,0,0,0,0,0,63,0,27746
6,0,6,6,TikTok Ads,18,0,unknown,2023-01-24,0,1690,0,0,0,unknown,0,0,0,0,0,0,0,8,0,1537
46,0,46,46,TikTok Ads,8,0,unknown,2023-01-24,0,8496,0,0,0,unknown,0,0,0,0,0,0,0,37,0,8202
21,0,21,21,TikTok Ads,8,0,unknown,2023-01-24,0,875,0,0,0,unknown,0,0,0,0,0,0,0,3,0,802
28,0,28,28,TikTok Ads,289,0,unknown,2023-01-24,0,56644,0,0,0,unknown,0,0,0,0,0,0,0,142,0,51146
15,0,15,15,TikTok Ads,0,0,unknown,2023-01-24,0,0,0,0,0,unknown,0,0,0,0,0,0,0,0,0,0
7,0,7,7,TikTok Ads,161,0,unknown,2023-01-24,0,26715,0,0,0,unknown,0,0,0,0,0,0,0,84,0,23952
46,0,46,46,TikTok Ads,57,0,unknown,2023-01-24,0,10387,0,0,0,unknown,0,0,0,0,0,0,0,27,0,9352
41,0,41,41,TikTok Ads,0,0,unknown,2023-01-24,0,0,0,0,0,unknown,0,0,0,0,0,0,0,0,0,0
4,0,4,4,TikTok Ads,0,0,unknown,2023-01-24,0,4066,0,0,0,unknown,0,0,0,0,0,0,0,10,0,3957
11,0,11,11,TikTok Ads,454,0,unknown,2023-01-24,0,119363,0,0,0,unknown,0,0,0,0,0,0,0,325,0,111350
16,3,16,16,TikTok Ads,0,0,unknown,2023-01-24,0,0,0,0,0,unknown,0,0,0,0,0,0,0,0,0,0
46,0,46,46,TikTok Ads,0,0,unknown,2023-01-24,0,0,0,0,0,unknown,0,0,0,0,0,0,0,0,0,0
38,0,38,38,TikTok Ads,0,0,unknown,2023-01-24,0,264403,0,0,0,unknown,0,0,0,0,0,0,0,592,0,243474
33,0,33,33,TikTok Ads,0,0,unknown,2023-01-24,0,0,0,0,0,unknown,0,0,0,1,0,0,0,0,0,0
44,0,44,44,TikTok Ads,0,0,unknown,2023-01-24,0,72982,0,0,0,unknown,0,0,0,0,0,0,0,202,0,67022
1,0,1,1,TikTok Ads,0,0,unknown,2023-01-24,0,0,0,0,0,unknown,0,0,0,0,0,0,0,0,0,0
6,0,6,6,TikTok Ads,0,0,unknown,2023-01-24,0,0,0,0,0,unknown,0,0,0,0,0,0,0,0,0,0
36,0,36,36,TikTok Ads,0,0,unknown,2023-01-24,0,85661,0,0,0,unknown,0,0,0,0,0,0,0,141,0,79670
40,0,40,40,TikTok Ads,10,0,unknown,2023-01-24,0,13823,0,0,0,unknown,0,0,0,0,0,0,0,21,0,13029
25,0,25,25,TikTok Ads,12,0,unknown,2023-01-24,0,14561,0,0,0,unknown,0,0,0,0,0,0,0,24,0,13754
44,0,44,44,TikTok Ads,0,0,unknown,2023-01-24,0,29308,0,0,0,unknown,0,0,0,0,0,0,0,75,0,27670
13,0,13,13,TikTok Ads,22,0,unknown,2023-01-24,0,3628,0,0,0,unknown,0,0,0,0,0,0,0,6,0,3253
24,0,24,24,TikTok Ads,92,0,unknown,2023-01-24,0,62933,0,0,0,unknown,0,0,0,0,0,0,0,124,0,59050
45,0,45,45,TikTok Ads,0,0,unknown,2023-01-24,0,0,0,0,0,unknown,0,0,0,0,0,0,0,0,0,0
11,3,11,11,TikTok Ads,0,0,unknown,2023-01-24,0,0,0,0,0,unknown,0,0,0,0,0,0,0,0,0,0
50,0,50,50,TikTok Ads,22,0,unknown,2023-01-24,0,13858,0,0,0,unknown,0,0,0,0,0,0,0,24,0,12991
43,0,43,43,TikTok Ads,0,0,unknown,2023-01-24,0,0,0,0,0,unknown,0,0,0,0,0,0,0,0,0,0
37,0,37,37,TikTok Ads,49,0,unknown,2023-01-24,0,32067,0,0,0,unknown,0,0,0,0,0,0,0,67,0,30221
50,0,50,50,TikTok Ads,16,0,unknown,2023-01-24,0,9957,0,0,0,unknown,0,0,0,0,0,0,0,37,0,9555
45,0,45,45,TikTok Ads,13,0,unknown,2023-01-24,0,8883,0,0,0,unknown,0,0,0,0,0,0,0,13,0,8295
32,0,32,32,TikTok Ads,0,0,unknown,2023-01-24,0,0,0,0,0,unknown,0,0,0,0,0,0,0,0,0,0
23,0,23,23,TikTok Ads,0,0,unknown,2023-01-24,0,0,0,0,0,unknown,0,0,0,1,0,0,0,0,0,0
8,0,8,8,TikTok Ads,112,0,unknown,2023-01-24,0,13140,0,0,0,unknown,0,0,0,0,0,0,0,59,0,11744
4,0,4,4,TikTok Ads,157,0,unknown,2023-01-24,0,68432,0,0,0,unknown,0,0,0,0,0,0,0,228,0,66079
1,0,1,1,TikTok Ads,530,0,unknown,2023-01-24,0,176196,0,0,0,unknown,0,0,0,0,0,0,0,455,0,166368
32,0,32,32,TikTok Ads,0,0,unknown,2023-01-24,0,0,0,0,0,unknown,0,0,0,0,0,0,0,0,0,0
11,1,11,11,TikTok Ads,0,0,unknown,2023-01-24,0,0,0,0,0,unknown,0,0,0,0,0,0,0,0,0,0
2,0,2,2,TikTok Ads,0,0,unknown,2023-01-24,0,0,0,0,0,unknown,0,0,0,0,0,0,0,0,0,0
11,0,11,11,TikTok Ads,56,0,unknown,2023-01-24,0,31135,0,0,0,unknown,0,0,0,0,0,0,0,79,0,29230
40,0,40,40,TikTok Ads,0,0,unknown,2023-01-24,0,0,0,0,0,unknown,0,0,0,1,0,0,0,0,3,0
29,0,29,29,TikTok Ads,10,0,unknown,2023-01-24,0,4883,0,0,0,unknown,0,0,0,0,0,0,0,4,0,4606
31,0,31,31,TikTok Ads,512,0,unknown,2023-01-24,0,95489,0,0,0,unknown,0,0,0,0,0,0,0,228,0,88347
22,0,22,22,TikTok Ads,64,0,unknown,2023-01-24,0,8714,0,0,0,unknown,0,0,0,0,0,0,0,34,0,7740
41,0,41,41,TikTok Ads,0,0,unknown,2023-01-24,0,0,0,0,0,unknown,0,0,0,0,0,0,0,0,0,0
5,0,5,5,TikTok Ads,0,0,unknown,2023-01-24,0,0,0,0,0,unknown,0,0,0,4,0,0,0,0,0,0
5,0,5,5,TikTok Ads,4,0,unknown,2023-01-24,0,1828,0,0,0,unknown,0,0,0,0,0,0,0,3,0,1733
15,0,15,15,TikTok Ads,0,0,unknown,2023-01-24,0,0,0,0,0,unknown,0,0,0,1,0,0,0,0,0,0
48,0,48,48,TikTok Ads,0,0,unknown,2023-01-23,0,0,0,0,0,unknown,0,0,0,0,0,0,0,0,0,0
45,0,45,45,TikTok Ads,0,0,unknown,2023-01-23,0,0,0,0,0,unknown,0,0,0,0,0,0,0,0,0,0
32,0,32,32,TikTok Ads,0,0,unknown,2023-01-23,0,0,0,0,0,unknown,0,0,0,0,0,0,0,0,0,0
27,0,27,27,TikTok Ads,1,0,unknown,2023-01-23,0,94,0,0,0,unknown,0,0,0,0,0,0,0,0,0,87
1,0,1,1,TikTok Ads,26,0,unknown,2023-01-23,0,8553,0,0,0,unknown,0,0,0,0,0,0,0,34,0,8248
10,0,10,10,TikTok Ads,4,0,unknown,2023-01-23,0,3770,0,0,0,unknown,0,0,0,0,0,0,0,13,0,3579
20,0,20,20,TikTok Ads,14,0,unknown,2023-01-23,0,5992,0,0,0,unknown,0,0,0,0,0,0,0,26,0,5754
25,0,25,25,TikTok Ads,0,0,unknown,2023-01-23,0,50467,0,0,0,unknown,0,0,0,0,0,0,0,99,0,47307
12,0,12,12,TikTok Ads,17,0,unknown,2023-01-23,0,7192,0,0,0,unknown,0,0,0,0,0,0,0,27,0,6759
28,0,28,28,TikTok Ads,0,0,unknown,2023-01-23,0,29,0,0,0,unknown,0,0,0,0,0,0,0,0,0,27
40,0,40,40,TikTok Ads,9,0,unknown,2023-01-23,0,6428,0,0,0,unknown,0,0,0,0,0,0,0,26,0,6036
41,0,41,41,TikTok Ads,52,0,unknown,2023-01-23,0,28800,0,0,0,unknown,0,0,0,0,0,0,0,71,0,27191
28,0,28,28,TikTok Ads,14,0,unknown,2023-01-23,0,7167,0,0,0,unknown,0,0,0,0,0,0,0,27,0,6802
25,0,25,25,TikTok Ads,110,0,unknown,2023-01-23,0,62898,0,0,0,unknown,0,0,0,0,0,0,0,124,0,59236
30,0,30,30,TikTok Ads,0,0,unknown,2023-01-23,0,0,0,0,0,unknown,0,0,0,0,0,0,0,0,0,0
9,0,9,9,TikTok Ads,0,0,unknown,2023-01-23,0,23708,0,0,0,unknown,0,0,0,0,0,0,0,60,0,22396
24,0,24,24,TikTok Ads,9,0,unknown,2023-01-23,0,5988,0,0,0,unknown,0,0,0,0,0,0,0,26,0,5784
7,0,7,7,TikTok Ads,22,0,unknown,2023-01-23,0,13567,0,0,0,unknown,0,0,0,0,0,0,0,21,0,12756
11,0,11,11,TikTok Ads,34,0,unknown,2023-01-23,0,9539,0,0,0,unknown,0,0,0,0,0,0,0,34,0,9052
18,0,18,18,TikTok Ads,0,0,unknown,2023-01-23,0,0,0,0,0,unknown,0,0,0,0,0,0,0,0,0,0
25,0,25,25,TikTok Ads,23,0,unknown,2023-01-23,0,6812,0,0,0,unknown,0,0,0,0,0,0,0,26,0,6393
30,0,30,30,TikTok Ads,44,0,unknown,2023-01-23,0,6746,0,0,0,unknown,0,0,0,0,0,0,0,21,0,6040
10,0,10,10,TikTok Ads,8,0,unknown,2023-01-23,0,7041,0,0,0,unknown,0,0,0,0,0,0,0,26,0,6605
38,0,38,38,TikTok Ads,0,0,unknown,2023-01-23,0,0,0,0,0,unknown,0,0,0,3,0,0,0,0,0,0
